_id,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined,Latitude,Longitude,unique_id,area,score
57935,10479528,105125746.0,CommunitiCare Health,Institutional Food Services,96 DOWLING AVE,Pass,3,,2023-03-16,,,,,43.63519,-79.43823,70d4529dd9d1e4694c55deb8793fe585,other,0.5
57943,10772278,105251755.0,COMMUNITI CARE HEALTH,Boarding / Lodging Home - Kitchen,63 SPENCER AVE,Pass,3,OPERATE FOOD PREMISE - WASH WATER TEMPERATURE THERMOMETER NOT EASILY READABLE - SEC.  20(1)(B),2023-09-20,S - Significant,Notice to Comply,,,43.63649,-79.4298,dabcca7f19947b20968d5e918813c870,other,0.23
57947,10673446,105105300.0,REGENERATION COMMUNITY SERVICES KITCHEN,Boarding / Lodging Home - Kitchen,63A SPENCER AVE,Pass,3,,2023-01-18,,,,,43.63645,-79.42993,0f36e530327c4fa478a24b0b4a48380c,other,0.5
57952,9011651,105061539.0,REGENERATION HOUSE,Boarding / Lodging Home - Kitchen,1335 KING ST W,Pass,3,,2022-10-26,,,,,43.63769,-79.43236,a27a0139e08f3dcfc5055de15b4ca334,other,0.5
57959,10392773,105196341.0,REGENT PARK EARLY LEARNING & CHILD CARE CENTRE,Child Care - Catered,40 REGENT ST,Pass,2,,2023-06-20,,,,,43.65972,-79.36449,41f3416b98539601c85aae19c99a4a17,other,0.5
57962,10662807,105049310.0,REGINA MUNDI CATHOLIC SCHOOL,Student Nutrition Site,70 PLAYFAIR AVE,Pass,1,,2022-10-03,,,,,43.70982,-79.45959,9563c76b1e68ca8e76e2206d9e658e3c,other,0.5
57963,9012866,105032062.0,REGINA NOODLE PRODUCTS,Food Processing Plant,"2300 FINCH AVE W, Unit-35",Pass,1,,2022-08-31,,,,,43.75362,-79.54227,ad657b91b332369a0417ed660dfe682c,other,0.5
57965,9012868,105391835.0,REGINA PIZZERIA & TRATTORIA,Restaurant,"782 COLLEGE ST, Unit-1",Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,2024-06-03,M - Minor,Notice to Comply,,,43.65479,-79.42085,b205903649bff279be1144f83841f3ed,littleitaly,0.403
57969,10293342,105023121.0,REGINO'S PIZZA,Food Take Out,"3331 DANFORTH AVE, Unit-4",Pass,1,,2022-08-15,,,,,43.6926,-79.28123,107e380470a6223d020fff7b175e4efd,other,0.5
57987,9049680,105060729.0,REGINOS PIZZA,Food Take Out,2535 PHARMACY AVE,Pass,2,,2022-10-24,,,,,43.79309,-79.32478,7228153ef86cb04eef58156fbb2b7024,other,0.5
57992,10814566,105397523.0,REGION,Restaurant,475 FRONT ST E,Pass,2,,2024-06-11,,,,,43.65301,-79.35556,436cc78d2f67df5eefb39af86767d366,other,0.5
57993,10813272,105389306.0,REHMAH HALAL CHINESE FOOD,Food Court Vendor,4438 SHEPPARD AVE E,Pass,3,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,2024-05-29,S - Significant,Notice to Comply,,,43.78804,-79.26775,7b22dc2d5ddf3ccbd8f237f1183270be,other,0.663
57999,10720543,105066727.0,REHOBOTH CAFE,Food Take Out,"2737 DANFORTH AVE, Bldg-0",Pass,3,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),2022-11-03,M - Minor,Notice to Comply,,,43.68899,-79.29745,be637410226608c616f0b4ee117a9a76,other,0.291
58006,10570959,105086886.0,REHRI HOUSE,Restaurant,"130 WESTMORE DR, Unit-1",Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2022-12-12,M - Minor,Notice to Comply,,,43.73597,-79.60225,600b99ea4f9039c68a5f391bc72010d3,other,0.237
58021,9057925,105233355.0,REID'S DAIRY - FB  801 - CNE 2024,Food Take Out,2 STRACHAN AVE,Pass,2,,2023-08-18,,,,,43.6372,-79.41004,7ab1e533785d3bfe439652d86578d77b,other,0.5
58022,10667245,105215195.0,REID'S DISTILLERY,Restaurant,32 LOGAN AVE,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,2023-07-19,M - Minor,Notice to Comply,,,43.65521,-79.34059,bd03cf3122d6cb0f98a70c9bf4f04619,other,0.443
58025,10796618,105270472.0,REINA CAFE & BISTRO,Restaurant,730 WILSON AVE,Pass,2,,2023-10-23,,,,,43.73158,-79.46384,38522e284056409c20fb70daeebb1bbd,other,0.5
58027,10739234,105203983.0,REINCARNATE,Restaurant,3224 WESTON RD,Pass,2,,2023-06-30,,,,,43.73877,-79.53973,c62f78b717f3b8c03146a4cccaed3bf0,other,0.5
58028,10790675,105232918.0,REIS & IRVY FROZEN YOGURT - RAWF 2024,Fairs / Festivals / Special Occasions,100 PRINCES BLVD,Pass,1,,2023-08-18,,,,,43.63501,-79.41119,9d67807913c0f73f4f86b5be7a47c516,other,0.5
58029,9012878,105274045.0,REJOYCE CALEDON COMMUNITY CHILDCARE CENTRE,Child Care - Catered,"26 JOYCE PKWY, Room101",Pass,2,,2023-11-14,,,,,43.70978,-79.46376,b3515d854ea6c8413be8b01acbba2112,other,0.5
58031,10757118,104995920.0,RELIABLE FISH & CHIPS,Restaurant,954 QUEEN ST E,Pass,2,FAIL TO REMOVE WASTES WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12,2022-06-23,S - Significant,Corrected During Inspection,,,43.66105,-79.34101,3eaf9e1cda0847b63b557547713a935f,leslieville,0.469
58039,9019250,105081511.0,REMELY'S,Restaurant,"4830 SHEPPARD AVE E, Unit-16",Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),2022-11-30,S - Significant,Corrected During Inspection,,,43.7919,-79.24928,95fd9fa6a00f80104a75fe6b29608583,other,0.268
58044,9012886,105228189.0,REMEZZO ITALIAN BISTRO,Restaurant,3335 SHEPPARD AVE E,Pass,3,Fail to protect against harbouring of pests - Sec. 13(1),2023-08-10,S - Significant,Notice to Comply,,,43.77846,-79.30817,5369286e7401815e204b7992754c7b27,other,0.429
58054,9012889,104931959.0,REMO'S PLACE,Restaurant,10 TABER RD,Pass,2,,2022-08-11,,,,,43.71925,-79.57255,5ccacd3e4b14f27b73817e173c24856b,other,0.5
58058,10808650,105358873.0,REN SUSHI,Food Court Vendor,"486 FRONT ST W, Unit-WM56",Pass,2,,2024-05-09,,,,,43.64211,-79.39711,849cdf4c56bc4b6a6cca153552060e0b,other,0.5
58059,10809312,105363821.0,RENAISSANCE PIZZA,Restaurant,809 DUNDAS ST W,Pass,2,,2024-04-18,,,,,43.65164,-79.40824,56812ebf5d186007247a93d902e774be,other,0.5
58060,10780772,105171450.0,RENARD AND COMPANY,Food Store (Convenience/Variety),134 TYRREL AVE,Pass,1,,2023-05-10,,,,,43.67775,-79.42735,dbe9f29beb4885e4a0bf951983f6561b,other,0.5
58062,10525552,105053076.0,RENASCENT MADISON AVENUE CENTRE,Hospitals & Health Facilities,54 MADISON AVE,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2022-10-11,M - Minor,Notice to Comply,,,43.6695,-79.40401,1966d6fbc4abe0eb6e4e79a5d01b0163,annex,0.619
58068,10700452,105124965.0,RENATA FOODS,Food Take Out,"96 REXDALE BLVD, Bldg-0",Pass,2,,2023-02-21,,,,,43.71288,-79.56363,ae2a73833b3b3ebe4f1bd2fbcd99c0bb,other,0.5
58071,10473276,105044591.0,RENDEZVOUS BAR & CAFE,Restaurant,1408 DANFORTH AVE,Pass,3,FAIL TO REMOVE WASTES WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12,2022-09-22,S - Significant,Corrected During Inspection,,,43.68272,-79.32762,f294e57e31bc0c4fbe32cecdf3cf1866,other,0.481
58078,9012893,105186947.0,RENDEZVOUS CHILD CARE CENTRE,Child Care - Catered,18 DALLINGTON DR,Pass,2,,2023-06-07,,,,,43.77714,-79.35476,f97c40e4a55a86e0298eb84d76664281,other,0.5
58081,10770047,105086251.0,RENE GORDON HEALTH AND WELLNESS ACADEMY,Student Nutrition Site,"20 KAREN RD, Rm-111",Pass,1,,2022-12-09,,,,,43.76165,-79.34038,f43c75304db2134732e0cfb27eca5639,other,0.5
58083,10578491,105005731.0,RENE GORDON SCHOOL AGE (YMCA),Child Care - Catered,20 KAREN RD,Pass,1,,2022-07-18,,,,,43.76165,-79.34038,7d177492b994bee1a67f6f99170f24e5,other,0.5
58085,10447537,105082319.0,RENFORTH FISH & CHIPS,Restaurant,460 RENFORTH DR,Pass,2,Food premise not maintained with tight floor surface where food handled - Sec. 7(1)(c)(i)  ,2022-12-01,M - Minor,Notice to Comply,,,43.65046,-79.58013,3776b3770b8118448da1a0fe7061344b,other,0.368
58090,10620512,105143153.0,RENFORTH SMOKE AND GIFT,Food Store (Convenience/Variety),460 RENFORTH DR,Pass,1,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2023-03-24,M - Minor,Notice to Comply,,,43.65046,-79.58013,7e7d52233dd531dcb357f70036da9dc5,other,0.625
58094,10767222,105064374.0,REPLY,Bake Shop,"633 BAY ST, Bldg-B",Pass,2,,2022-10-31,,,,,43.65686,-79.38366,0baeb6d0f07fa7809a5b41f7a8151b9e,downtown,0.5
58098,10277242,105067490.0,REPOSADO,Restaurant,136 OSSINGTON AVE,Pass,2,,2022-11-03,,,,,43.64724,-79.41995,029350d669942091bebe8fb223e691e8,other,0.5
58100,10798999,105287165.0,REPUBLIC OF TACOS,Food Take Out,1121 CASTLEFIELD AVE,Pass,3,,2023-11-24,,,,,43.70016,-79.4536,60e02aa0555cf188836ba34ed0341754,other,0.5
58103,10681371,105022836.0,REPUBLIKA RESTOBAR AND GRILL,Restaurant,288A WILSON AVE,Pass,3,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),2022-08-16,C - Crucial,Notice to Comply,,,43.73753,-79.43509,527731ac9473f297e7636aa952a22cb7,other,0.323
58126,10812386,105383736.0,REPUBLIQUE,Restaurant,2 IRWIN AVE,Pass,3,,2024-05-21,,,,,43.66677,-79.38548,c23930dfb78e21fd1786087850c47e9b,bloor,0.5
58127,9007200,105034830.0,RES CAFE,Cafeteria - Public Access,203 HUMBER COLLEGE BLVD,Pass,2,,2022-09-07,,,,,43.72626,-79.60648,cd8cf8ec86069ec4247934d77b299c73,other,0.5
58129,10268537,105014166.0,RESIDENCE INN  DOWNTOWN TORONTO,Restaurant,255 WELLINGTON ST W,Pass,2,,2022-07-29,,,,,43.64489,-79.39059,3b1b076f70f28ec6581cbbba69021d58,other,0.5
58133,10622007,105007416.0,RESIDENCE INN BY MARRIOTT - HEARTH ROOM,Restaurant,17 READING CRT,Pass,2,,2022-08-04,,,,,43.69019,-79.58809,0f155ff695da8bd50d1e17931b87eb5c,other,0.5
58137,10622008,105007418.0,RESIDENCE INN BY MARRIOTT - THE MARKET,Food Store (Convenience/Variety),17 READING CRT,Pass,1,,2022-08-04,,,,,43.69019,-79.58809,19aaa31c3474c51c7f9fe3f8b17f2733,other,0.5
58140,10716247,105253511.0,RESTAURANT 20 VICTORIA,Restaurant,20 VICTORIA ST,Pass,2,,2023-09-21,,,,,43.6501,-79.37707,987e7239cc12b6f9086589650d8ae68e,downtown,0.5
58142,10746777,105152558.0,RESTAURANT AGUAS PROFUNDAS,Restaurant,"702 WESTON RD, Flr-1",Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,2023-06-29,NA - Not Applicable,Notice to Comply,,,43.68247,-79.47835,96a5bf4f5b2fa62124901c6114c09b93,other,0.429
58145,10800574,105298103.0,RESURRECTION RESTAURANT,Restaurant,5096 DUNDAS ST W,Pass,2,,2023-12-19,,,,,43.64496,-79.53265,fa88f2943f9a2db0c6d443767ba5dc60,other,0.5
58146,10221827,105066968.0,RETIREMENT SUITES BY THE LAKE,Retirement Homes(Licensed),2121 KINGSTON RD,Pass,3,Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ,2022-11-03,M - Minor,Notice to Comply,,,43.70067,-79.25411,9f8e810d850a01352e7aa568eb50dfb5,other,0.603
58160,10596186,105062729.0,RETRO BURGER,Restaurant,1684 DANFORTH AVE,Pass,2,,2022-10-27,,,,,43.68409,-79.32135,87bc52561208b2bd4604d989f9a7b5de,other,0.5
58162,10730670,105016821.0,REUNION COFFEE ROASTERS,Restaurant,385 RONCESVALLES AVE,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2022-08-04,M - Minor,Notice to Comply,,,43.65054,-79.45055,f6df6e69f032f096c1bd587799974792,other,0.249
58166,10597236,105232088.0,REVERIE AT THE PARK,Restaurant,569 COLLEGE ST,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),2023-08-16,S - Significant,Corrected During Inspection,,,43.65543,-79.41282,96f8c49686fdd55f825ea642f2b8af96,littleitaly,0.264
58168,10809855,105367368.0,REVERY TORONTO DOWNTOWN,Restaurant,92 PETER ST,Pass,3,,2024-04-30,,,,,43.64709,-79.39287,36646e3c740715c7ad73532ed7175e8a,queenwest,0.5
58170,10673219,105003020.0,REVITASIZE,Restaurant,2631 YONGE ST,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),2022-07-08,S - Significant,Corrected During Inspection,,,43.71529,-79.3998,7b1ac5a75cf207bffa0047e09520c8dd,other,0.239
58183,10420502,105159395.0,REVIVAL RESTAURANT,Restaurant,783 COLLEGE ST,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,2023-12-14,S - Significant,Corrected During Inspection,,,43.65482,-79.42001,e742e86449be418edb2c85a623337646,littleitaly,0.522
58184,10679746,105058446.0,REVOL EVENTS,Food Caterer,388 CARLAW AVE,Pass,3,,2022-10-19,,,,,43.66574,-79.34228,4ab0e9595e0854ea52e98be6ba351b8e,leslieville,0.5
58190,10697712,105003445.0,REVOLVER PIZZA CO,Food Take Out,"388 ROYAL YORK RD, Bldg-1",Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2022-07-11,NA - Not Applicable,Notice to Comply,,,43.61886,-79.49978,813f22fd8566330ec0a00458f4357013,other,0.421
58199,10525378,105073139.0,REVUE CINEMA,Food Store (Convenience/Variety),400 RONCESVALLES AVE,Pass,1,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2022-12-02,M - Minor,Notice to Comply,,,43.65105,-79.45124,552a5cac8eac44c87637525b4a3d4a5b,other,0.629
58200,9012906,105105179.0,REX HOTEL,Restaurant,"194 QUEEN ST W, Unit-3",Pass,2,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,2023-01-18,M - Minor,Notice to Comply,,,43.65044,-79.38842,78c9ce56c3204486ef30b043126fcbf0,downtown,0.629
58206,9005221,105124214.0,REX'S BAR & KITCHEN,Restaurant,635 BAY ST,Pass,3,,2023-02-17,,,,,43.65683,-79.38389,328c955a8bbf3971701257dc85df2b6a,downtown,0.5
58211,10352228,105088627.0,REXALL,Food Store (Convenience/Variety),2447 KINGSTON RD,Pass,1,Fail to protect against entry of pests - Sec. 13(1),2022-12-15,M - Minor,Notice to Comply,,,43.7097,-79.24886,1959e191daa3d403d8e7c9b24f28c6d0,other,0.416
58226,10659474,105073907.0,REXALL -PHARMA  PLUS PHARMACIES,Food Store (Convenience/Variety),325 MOORE AVE,Pass,1,,2022-11-16,,,,,43.69697,-79.36951,54d89943ad0a3768809d8edd77faf787,other,0.5
58227,10650957,105068393.0,REXALL DRUGSTORE,Food Store (Convenience/Variety),"200 WELLINGTON ST W, Unit-200",Pass,1,,2022-11-07,,,,,43.64574,-79.38715,39026cc1192242f1e3f147bbbbd6fc00,downtown,0.5
58229,9011898,105192082.0,REXALL PHARMA PLUS,Food Store (Convenience/Variety),199 BAY ST,Pass,1,,2023-06-14,,,,,43.64837,-79.37993,0c46fcb52db014dcb528dbfbea18907b,downtown,0.5
58243,10672700,104998989.0,REXALL PHARMACY,Supermarket,"57 FRONT ST E, Flr-1",Pass,2,,2022-06-29,,,,,43.6481,-79.37405,81d8749efea018b9d9235cc5060b0af3,waterfront,0.5
58249,10623032,105080396.0,REXALL PHARMACY DRUG STORE,Food Store (Convenience/Variety),393 SPADINA RD,Pass,O,,2022-11-28,,,,,43.6885,-79.41238,ab88274c7435d403398f6600ad76f189,other,0.5
58250,10650434,105015362.0,REXALL/PHARMA PLUS PHARMACIES,Food Store (Convenience/Variety),1093 QUEEN ST W,Pass,1,,2022-08-08,,,,,43.6433,-79.42255,2514d181e1aec9b1f9ed4319a68d8e65,other,0.5
58252,10235222,104997226.0,REXDALE ALLIANCE CHURCH FOODBANK & KITCHEN,Food Bank,2459 ISLINGTON AVE,Pass,2,,2022-06-27,,,,,43.72706,-79.56047,aaf75ee73841aad78269ca9a299462eb,other,0.5
58255,10692240,105003837.0,REXDALE COMMUNITY HEALTH CENTRE,Community Kitchen (Meal Program),"21 PANORAMA CRT, Unit-15",Pass,2,,2022-07-11,,,,,43.74631,-79.58153,3cda217be12eec329616898e2e76860a,other,0.5
58259,10694501,105003839.0,REXDALE COMMUNITY HUB,Community Kitchen (Meal Program),21 PANORAMA CRT,Pass,2,,2022-07-11,,,,,43.74631,-79.58153,34b0a3eb455b503a711cd6fc89e03355,other,0.5
58263,9012912,105107064.0,REXDALE DAY NURSERY,Child Care - Food Preparation,925 ALBION RD,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2023-01-23,M - Minor,Notice to Comply,,,43.73548,-79.56258,562b75827a80c2748126998d9ef01bbc,other,0.598
58268,10489665,105142464.0,REXDALE GROCERS,Supermarket,34A REXDALE BLVD,Pass,2,,2023-03-23,,,,,43.7141,-79.55835,74b904708e8534be4971fd63b0627c88,other,0.5
58271,10328629,105009245.0,REXDALE WOMEN'S CENTRE,Child Care - Catered,"925 ALBION RD, Room-207",Pass,2,,2022-07-20,,,,,43.73548,-79.56258,dc90ca8404f817ec2e15fa73321fa443,other,0.5
58275,10668896,105068228.0,REYNA ON KING,Restaurant,354 KING ST E,Pass,2,USE MULTI-SERVICE ARTICLES NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ,2022-11-04,S - Significant,Corrected During Inspection,,,43.65342,-79.3623,e23e78a7e49f415a8077198ec96c155f,other,0.492
58279,10815223,105401730.0,RFRK,Food Caterer,115 SAULTER ST S,Pass,3,,2024-06-17,,,,,43.65102,-79.34308,692e781188ba6600d06b8045717d2905,other,0.5
58280,10612346,105031258.0,RH TORONTO THE GALLERY AT YORKDALE,Restaurant,"3401 DUFFERIN ST, Unit-600",Pass,2,,2022-08-30,,,,,43.72608,-79.45147,ae7f07180c1898b2ca361f21e36c082c,other,0.5
58288,10482234,105037425.0,RHUM CORNER,Restaurant,926 DUNDAS ST W,Pass,2,Fail to protect against entry of pests - Sec. 13(1),2022-09-12,M - Minor,Notice to Comply,,,43.65094,-79.41318,63b2b2684c5ce96578d7a277f28a601a,trinitybellwoods,0.417
58292,9337476,105118053.0,RHYME AND REASON DAY CARE,Child Care - Catered,474 BROWNS LINE,Pass,2,,2023-02-09,,,,,43.60266,-79.54611,09b1ad201476bf415ef9f231c2547ab4,other,0.5
58295,10748409,105044498.0,RICARDA'S TORONTO,Restaurant,134 PETER ST,Pass,2,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),2022-09-23,M - Minor,Notice to Comply,,,43.64863,-79.39357,7d26f9db59d74310981ab170c3c20b2c,queenwest,0.274
58301,10805967,105340197.0,RICE IS RICE,Food Court Vendor,"1571 SANDHURST CRCL, Unit-433",Pass,3,,2024-03-08,,,,,43.80923,-79.26932,f2d9fec46e8d51379711c86562aac1e4,other,0.5
58302,10769516,105082287.0,RICEY SILO,Food Take Out,"19 FINCH AVE W, Unit-B",Pass,2,,2022-12-01,,,,,43.77917,-79.41726,33903be6b31e6406e2a31ee8690a2788,other,0.5
58307,10749595,105182130.0,RICHARD  & RUTH'S NO FRILLS,Supermarket,1450 LAWRENCE AVE E,Pass,1,,2023-05-30,,,,,43.74246,-79.31041,cc9d9b5cf1b89eaccc2f86d619547bf9,other,0.5
58308,10636166,105096542.0,RICHIE'S NEIGHBOURHOOD STORE,Food Take Out,15 CHURCH ST,Pass,1,,2023-01-18,,,,,43.64801,-79.37348,82882890c07ad1cce332ce328bc8e0c2,waterfront,0.5
58309,10292878,105352037.0,RICHMOND ADELAIDE CHILD CARE CENTRE,Child Care - Food Preparation,130 ADELAIDE ST W,Pass,2,,2024-03-28,,,,,43.64969,-79.38381,cd0875ad23a049f6cab556b2b0f31eac,downtown,0.5
58312,10616400,105137798.0,RICHMOND KOSHER BAKERY,Bakery,4119 BATHURST ST,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2023-03-15,M - Minor,Notice to Comply,,,43.74695,-79.43597,46b1004adcee8583b715f9120af7fc1c,other,0.214
58323,10451174,105001721.0,RICHMOND STATION,Restaurant,1 RICHMOND ST W,Pass,2,,2022-07-06,,,,,43.65143,-79.3793,bda398cd2836481a046fabf84a500500,downtown,0.5
58326,10494089,105018134.0,RICHVIEW BAKERY & BISTRO,Bakery,250 WINCOTT DR,Pass,2,,2022-08-08,,,,,43.6797,-79.54678,40ec883e8850f71ed21c9127050c181c,other,0.5
58330,10353849,105035897.0,RICHVIEW COLLEGIATE INSTITUTE,Cafeteria - Private Access,1738 ISLINGTON AVE,Pass,2,,2022-09-23,,,,,43.67888,-79.53892,1efe96b6c08fdd1cca890275a0211610,other,0.5
58335,10718189,105051513.0,RICHVIEW CONVENIENCE,Food Store (Convenience/Variety),"1 RICHVIEW RD, Unit-A",Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2022-10-06,NA - Not Applicable,Notice to Comply,,,43.68516,-79.51325,b92e4691db7a5a582a185353c1938102,other,0.457
58338,10806522,105343893.0,RICKY+OLIVIA,Restaurant,996 QUEEN ST E,Pass,2,,2024-03-14,,,,,43.66132,-79.33959,51d64bfb2ced36a9df42e13d141d6034,leslieville,0.5
58339,10765852,105053309.0,RIDLEY CONVENIENCE,Food Store (Convenience/Variety),"192 WILSON AVE, Unit-6",Pass,1,,2022-10-11,,,,,43.73965,-79.42377,fa35be9de667c3f84f9312868fe15df7,other,0.5
58340,10735847,105001281.0,RIDLEY ORCHARD SCHOOL,Child Care - Catered,1920 AVENUE RD,Pass,2,OPERATE FOOD PREMISE - FAIL TO PROVIDE MECHANICAL EQUIPMENT WITH RINSE WATER TEMPERATURE THERMOMETER - SEC. 20(1)(B)  ,2022-07-07,S - Significant,Notice to Comply,,,43.73359,-79.41986,6fb342217fe3c7326c29bd72b45da600,other,0.116
58345,10586942,104994748.0,RIKI SUSHI,Restaurant,833 BLOOR ST W,Pass,2,,2022-06-22,,,,,43.66243,-79.42297,4bc5655c7d562847f2ef0791d46a740c,other,0.5
58349,10749276,105121805.0,RIKKI TIKKI,Restaurant,209 AUGUSTA AVE,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2023-02-15,M - Minor,Notice to Comply,,,43.65406,-79.40171,5a93fb4be89b2b3064588aafff15195a,kensington,0.664
58360,10786042,105204449.0,RIKO BOKITO,Restaurant,"254 ADELAIDE ST W, Flr-1",Pass,3,,2023-06-30,,,,,43.64808,-79.38918,b6af73b517fd317170a80def658a9a74,downtown,0.5
58370,10787257,105212017.0,RIMINI DE LA MER,Fish Shop,1543 BAYVIEW AVE,Pass,3,,2023-07-14,,,,,43.70513,-79.37472,9ea84c14d8a8e51c62fac94be463ec66,other,0.5
58372,10769612,105083048.0,RIMINI RIMINI,Restaurant,453 EGLINTON AVE W,Pass,3,,2022-12-02,,,,,43.70357,-79.41219,a54b3492a0f595f84d34bf0f2e5c31bc,other,0.5
58379,10326044,105064297.0,RINCON DE LA BOCA,Restaurant,1710 EGLINTON AVE W,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2022-11-01,NA - Not Applicable,Notice to Comply,,,43.69675,-79.44661,7ab633b4a658e0d2fcdf36edfe2f9f93,other,0.419
58385,10713141,105016686.0,RINCON PAISA,Restaurant,1885 EGLINTON AVE W,Pass,2,Fail to protect against entry of pests - Sec. 13(1),2022-08-04,M - Minor,Notice to Comply,,,43.69522,-79.45161,1925576232ef0ca9db93819ef02dcf8d,other,0.441
58389,10480049,105002291.0,RIPLEY'S CAFE,Restaurant,288 BREMNER BLVD,Pass,2,,2022-07-07,,,,,43.64238,-79.38603,1cd3c1345fdb0d77fc0dcd13184b9d94,downtown,0.5
58391,10671147,105009062.0,RIPLEY'S CARGO HOLD,Food Store (Convenience/Variety),288 BREMNER BLVD,Pass,1,,2022-07-20,,,,,43.64238,-79.38603,1af75b76c12234483f5f691226ba0899,downtown,0.5
58392,9012959,104982405.0,RIPPLETON ROADSTERS CHILD CARE PROGRAM,Child Care - Catered,"21 RIPPLETON RD, Unit-3",Pass,2,,2022-06-22,,,,,43.74091,-79.36012,e319deab33952a7ce3adb3c2a85bd8f0,other,0.5
58397,10511748,105004304.0,RIPPLETON ROADSTERS SATELLITE PROGRAM,Child Care - Catered,1340 LESLIE ST,Pass,2,,2022-10-17,,,,,43.73304,-79.35626,365e10f5db6d87bb1173639015131748,other,0.5
58401,10769904,105085195.0,RISE & DINE EATERY,Restaurant,"2714 ST CLAIR AVE E, Bldg-0",Pass,2,,2022-12-07,,,,,43.70587,-79.31148,4879299a46251fd611ff6ed2c64c4329,other,0.5
58404,10796751,105271450.0,RISE UP FOODS,Food Store (Convenience/Variety),1545 DUNDAS ST W,Pass,2,,2023-10-25,,,,,43.64974,-79.43337,827fadeb7740d79143c75f069397a203,other,0.5
58406,10712006,105014176.0,RISTORANTE MONTE CASSINO,Restaurant,3710 CHESSWOOD DR,Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,2022-07-29,NA - Not Applicable,Notice to Comply,,,43.75602,-79.4753,e664df26e51f224dc0d61ea0b3e123ab,other,0.425
58412,10528540,105126341.0,RITA'S KITCHEN,Food Take Out,1158 ALBION RD,Pass,2,,2023-02-23,,,,,43.73792,-79.56758,b4f71062ca9b8c81f856ee4dcdcdf408,other,0.5
58415,9012968,105017119.0,RITE-PAK PRODUCE LIMITED,Food Depot,165 THE QUEENSWAY,Pass,1,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2022-08-04,M - Minor,Notice to Comply,,,43.6288,-79.48602,c658bd23ac7bb4ce80e5dd2205361571,other,0.661
